Id,OverallQual,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,SaleType,GarageCars,SalePrice
1238,7,2004,847,1948,2,WD,2,195000
1239,6,2005,1141,1141,1,WD,2,142500
1240,8,2006,1476,1484,2,WD,2,265900
1241,7,2003,884,1768,2,WD,2,224900
1242,7,2007,1689,1689,2,New,3,248328
1243,7,1974,1053,1173,2,WD,2,170000
1244,10,2006,2076,2076,2,New,3,465000
1245,8,1929,792,1517,1,WD,2,230000
1246,6,1984,585,1868,3,WD,2,178000
1247,7,2005,756,1553,2,New,2,186500
1248,6,1976,1012,1034,1,WD,3,169900
1249,6,1917,735,2058,1,WD,2,129500
1250,5,1950,876,988,1,WD,1,119000
1251,7,1968,2110,2110,2,WD,2,244000
1252,7,2003,1405,1405,2,WD,2,171750
1253,5,1968,864,874,1,WD,1,130000
1254,7,1974,1192,2167,2,WD,2,294000
1255,7,2003,746,1656,2,WD,2,165400
1256,6,1931,884,1367,1,WD,1,127500
1257,8,1994,1986,1987,2,WD,2,301500
1258,5,1922,864,864,1,WD,0,99900
1259,7,2005,856,1166,2,WD,2,190000
1260,6,1969,1054,1054,1,WD,2,151000
1261,6,1999,841,1675,2,WD,2,181000
1262,5,1956,1050,1050,1,WD,1,128900
1263,4,1957,1104,1788,1,WD,1,161500
1264,6,1919,764,1824,1,WD,2,180500
1265,6,1998,1405,1337,2,COD,2,181000
1266,7,1999,691,1452,2,WD,2,183900
1267,7,1910,925,1889,1,WD,1,122000
1268,9,2008,2002,2018,2,WD,3,378500
1269,8,1935,728,3447,3,WD,3,381000
1270,5,1958,874,1524,1,WD,1,144000
1271,7,1979,1332,1524,0,WD,2,260000
1272,6,1968,1489,1489,2,WD,2,185750
1273,5,1965,935,935,1,WD,1,137000
1274,6,1959,1019,1357,1,WD,1,177000
1275,5,1910,661,1250,2,WD,2,139000
1276,5,1948,928,1920,2,WD,2,137000
1277,6,1972,723,1395,1,WD,2,162000
1278,6,1967,1680,1724,1,WD,2,197900
1279,8,2002,1128,2031,2,WD,2,237000
1280,4,1920,698,1128,1,COD,2,68400
1281,7,2002,1573,1573,2,WD,2,227000
1282,7,1990,1309,1339,2,WD,2,180000
1283,5,1977,1040,1040,2,WD,2,150500
1284,6,1971,912,1824,2,WD,0,139000
1285,6,1919,804,2447,2,WD,1,169000
1286,6,1939,780,1412,1,WD,1,132500
1287,6,1963,1328,1328,1,WD,2,143000
1288,5,1964,1624,1582,2,WD,2,190000
1289,8,2000,1501,1659,2,WD,2,278000
1290,8,2006,1085,1970,2,New,3,281000
1291,5,1964,1152,1152,1,WD,2,180500
1292,5,1972,630,1302,2,WD,1,119500
1293,5,1892,994,2372,2,WD,1,107500
1294,7,1976,832,1664,2,WD,2,162900
1295,5,1955,864,864,1,WD,2,115000
1296,5,1968,1052,1052,1,WD,1,138500
1297,5,1963,1120,1128,2,WD,2,155000
1298,6,2005,547,1072,2,New,2,140000
1299,10,2008,6110,5642,2,New,2,160000
1300,5,1959,1246,1246,1,WD,1,154000
1301,7,1999,978,1983,2,WD,2,225000
1302,6,1942,771,1494,1,WD,1,177500
1303,8,1994,1165,2526,2,WD,3,290000
1304,7,2005,1616,1616,2,WD,3,232000
1305,7,2004,976,1708,2,WD,2,130000
1306,9,2006,1652,1652,2,WD,2,325000
1307,7,2005,1368,1368,2,New,2,202500
1308,5,1994,990,990,1,WD,2,138000
1309,5,1948,924,1122,1,WD,2,147000
1310,6,1991,1278,1294,2,WD,2,179200
1311,7,1959,1902,1902,2,WD,2,335000
1312,7,2005,1274,1274,2,New,2,203000
1313,8,1990,1453,2810,2,WD,2,302000
1314,9,1999,1393,2599,2,WD,3,333168
1315,4,1954,948,948,1,WD,1,119000
1316,6,1969,952,2112,2,WD,2,206900
1317,8,2008,1622,1630,2,WD,3,295493
1318,7,2006,1352,1352,2,New,2,208900
1319,8,2001,1753,1787,2,WD,3,275000
1320,4,1954,864,948,1,WD,1,111000
1321,6,1957,1478,1478,1,WD,2,156500
1322,3,1949,0,720,1,WD,1,72500
1323,7,1992,750,1923,2,WD,2,190000
1324,4,1940,420,708,1,WD,0,82500
1325,8,2006,1795,1795,2,New,3,147000
1326,4,1922,796,796,1,WD,0,55000
1327,3,1931,544,774,1,WD,0,79000
1328,5,1982,816,816,1,WD,1,130500
1329,6,1920,1510,2792,2,WD,2,256000
1330,7,1998,935,1632,2,WD,2,176500
1331,8,2006,1588,1588,2,WD,3,227000
1332,5,1976,911,954,1,WD,2,132500
1333,4,1938,816,816,1,WD,1,100000
1334,5,1938,803,1360,1,WD,1,125500
1335,5,1970,765,1365,1,WD,2,125000
1336,6,1977,1350,1334,2,WD,2,167900
1337,5,1973,1656,1656,2,WD,2,135000
1338,4,1941,693,693,1,WD,0,52500
1339,7,2002,916,1861,2,WD,2,200000
1340,5,1972,864,864,1,WD,1,128500
1341,4,1971,858,872,1,WD,4,123000
1342,6,2003,1114,1114,1,WD,2,155000
1343,8,2002,1284,2169,2,WD,2,228500
1344,6,1928,896,1913,1,WD,2,177000
1345,7,2006,728,1456,2,New,2,155835
1346,4,1920,960,960,1,WD,1,108500
1347,7,1968,1568,2156,2,WD,2,262500
1348,8,2006,1732,1776,2,New,3,283463
1349,7,1998,1482,1494,2,WD,2,215000
1350,8,1872,684,2358,2,WD,0,122000
1351,5,1969,1248,2634,2,WD,4,200000
1352,6,1962,858,1716,1,WD,2,171000
1353,6,1937,698,1176,1,WD,2,134900
1354,8,1995,2033,3238,2,WD,3,410000
1355,7,2000,992,1865,2,WD,3,235000
1356,7,1968,570,1920,3,WD,2,170000
1357,5,1966,864,892,1,WD,1,110000
1358,5,1971,1078,1078,1,WD,2,149900
1359,6,2000,756,1573,2,WD,2,177500
1360,9,2004,1980,1980,2,WD,3,315000
1361,5,1921,612,2601,3,WD,2,189000
1362,7,2005,1530,1530,2,WD,2,260000
1363,4,1920,715,1738,2,WD,1,104900
1364,6,2006,616,1412,2,New,2,156932
1365,7,2005,600,1200,2,WD,2,144152
1366,7,2000,814,1674,2,WD,2,216000
1367,7,1999,873,1790,2,WD,2,193000
1368,5,1977,757,1475,2,WD,1,127000
1369,6,2003,848,848,1,WD,2,144000
1370,8,2003,1657,1668,2,WD,2,232000
1371,4,1920,840,1374,1,WD,1,105000
1372,6,1955,992,1661,1,WD,1,165500
1373,7,1998,1108,2097,2,WD,2,274300
1374,10,2001,2633,2633,2,WD,3,466500
1375,7,2005,1026,1958,2,WD,3,250000
1376,8,2007,1571,1571,2,New,3,239000
1377,6,1930,768,790,1,WD,1,91000
1378,5,1941,984,1604,2,WD,2,117000
1379,6,1973,483,987,1,WD,1,83000
1380,5,2006,384,1394,2,WD,2,167500
1381,3,1914,864,864,1,WD,1,58500
1382,6,1970,1205,2117,2,WD,2,237500
1383,7,1920,596,1762,1,WD,2,157000
1384,5,1918,816,1416,2,WD,2,112000
1385,6,1939,560,1258,1,WD,1,105000
1386,4,1922,796,1154,1,WD,1,125500
1387,7,1978,1392,2784,3,WD,2,250000
1388,6,1916,714,2526,2,CWD,1,136000
1389,9,2006,1746,1746,2,WD,3,377500
1390,6,1941,735,1218,1,WD,2,131000
1391,7,2000,1525,1525,2,WD,2,235000
1392,5,1967,1584,1584,2,WD,3,124000
1393,5,1967,864,900,1,WD,1,123000
1394,6,1905,482,1912,2,WD,2,163000
1395,7,2006,1356,1500,2,New,3,246578
1396,8,2005,1094,2482,2,WD,3,281213
1397,5,1948,747,1687,1,WD,2,160000
1398,5,1920,939,1513,1,WD,1,137500
1399,5,1950,1208,1904,1,WD,1,138000
1400,6,1925,976,1608,2,WD,1,137450
1401,6,1929,862,1158,1,WD,1,120000
1402,6,2004,839,1593,2,WD,2,193000
1403,7,2006,1286,1294,2,New,2,193879
1404,8,2007,1485,1464,2,WD,3,282922
1405,3,1915,672,1214,1,WD,3,105000
1406,8,2004,1594,1646,2,WD,2,275000
1407,5,1972,768,768,1,WD,2,133000
1408,5,1985,833,833,1,WD,0,112000
1409,4,1910,622,1363,1,WD,2,125500
1410,7,1986,791,2093,2,WD,2,215000
1411,7,2001,944,1840,2,WD,2,230000
1412,6,1950,856,1668,1,WD,1,140000
1413,4,1949,0,1040,2,WD,2,90000
1414,8,2005,1844,1844,2,COD,2,257000
1415,6,1923,833,1848,1,WD,2,207000
1416,7,2007,1386,1569,2,WD,3,175900
1417,4,1885,777,2290,2,WD,2,122500
1418,8,1998,1284,2450,2,WD,3,340000
1419,5,1963,1144,1144,1,COD,1,124000
1420,6,1969,1844,1844,2,WD,2,223000
1421,6,1968,708,1416,2,WD,2,179900
1422,6,1977,1069,1069,2,WD,2,127500
1423,6,2003,848,848,1,WD,2,136500
1424,6,1966,697,2201,2,WD,2,274970
1425,5,1958,1024,1344,1,WD,1,144000
1426,6,1959,1252,1252,1,WD,2,142000
1427,7,1994,1223,2127,2,WD,2,271000
1428,5,1945,913,1558,1,WD,1,140000
1429,5,1940,788,804,1,WD,1,119000
1430,6,1981,1440,1440,2,WD,2,182900
1431,5,2005,732,1838,2,WD,2,192140
1432,6,1976,958,958,2,WD,2,143750
1433,4,1927,656,968,2,WD,1,64500
1434,6,2000,936,1792,2,WD,2,186500
1435,5,1977,1126,1126,2,WD,2,160000
1436,6,1962,1319,1537,1,COD,2,174000
1437,4,1971,864,864,1,WD,2,120500
1438,8,2008,1932,1932,2,New,3,394617
1439,6,1957,912,1236,1,WD,2,149700
1440,7,1979,539,1725,2,WD,2,197000
1441,6,1922,588,2555,2,WD,2,191000
1442,6,2004,848,848,1,WD,2,149300
1443,10,2008,1017,2007,2,WD,3,310000
1444,6,1916,952,952,1,WD,1,121000
1445,7,2004,1422,1422,2,WD,2,179600
1446,6,1966,814,913,1,WD,1,129000
1447,5,1962,1188,1188,1,WD,1,157900
1448,8,1995,1220,2090,2,WD,2,240000
1449,4,1910,560,1346,1,WD,1,112000
1450,5,1970,630,630,1,WD,0,92000
1451,5,1974,896,1792,2,WD,0,136000
1452,8,2008,1573,1578,2,New,3,287090
1453,5,2005,547,1072,1,WD,2,145000
1454,5,2006,1140,1140,1,WD,0,84500
1455,7,2004,1221,1221,2,WD,2,185000
1456,6,1999,953,1647,2,WD,2,175000
1457,6,1978,1542,2073,2,WD,2,210000
1458,7,1941,1152,2340,2,WD,1,266500
1459,5,1950,1078,1078,1,WD,1,142125
1460,5,1965,1256,1256,1,WD,1,147500
